feature,symbol,name
mRNA,LOC118277021,uncharacterized LOC118277021
mRNA,LOC118276680,uncharacterized LOC118276680
mRNA,LOC118276673,ryanodine receptor-like
mRNA,LOC118276674,uncharacterized LOC118276674
mRNA,LOC118276675,Golgi pH regulator-like
mRNA,LOC118276687,zinc finger protein 25-like
mRNA,LOC118276771,glycerol kinase-like
ncRNA,LOC118276774,uncharacterized LOC118276774
mRNA,LOC118276773,uncharacterized LOC118276773
mRNA,LOC118276772,hybrid signal transduction histidine kinase A-like
ncRNA,LOC118276775,uncharacterized LOC118276775
mRNA,LOC118276770,uncharacterized LOC118276770
mRNA,LOC118276582,uncharacterized LOC118276582
mRNA,LOC118276605,nephrin-like
mRNA,LOC118276947,uncharacterized LOC118276947
mRNA,LOC118276902,mediator of RNA polymerase II transcription subunit 15-like
mRNA,LOC118276903,uncharacterized LOC118276903
mRNA,LOC118276583,ommochrome-binding protein-like
mRNA,LOC118276631,prostamide/prostaglandin F synthase-like
mRNA,LOC118276632,thioredoxin-2-like
mRNA,LOC118276909,puff-specific protein Bx42-like
mRNA,LOC118276802,uncharacterized LOC118276802
mRNA,LOC118276746,protein lines-like
mRNA,LOC118276640,serine/threonine-protein kinase Genghis Khan-like
mRNA,LOC118276726,thioredoxin-related transmembrane protein 1-like
mRNA,LOC118276870,homeobox protein OTX1-like
mRNA,LOC118276852,lysophosphatidylserine lipase ABHD12-like
mRNA,LOC118276733,lysophosphatidylserine lipase ABHD12-like
mRNA,LOC118276584,spherulin-2A-like
mRNA,LOC118276734,spherulin-2A-like
mRNA,LOC118276778,pro-resilin-like
mRNA,LOC118276841,pro-resilin-like
mRNA,LOC118277003,uncharacterized LOC118277003
mRNA,LOC118276992,uncharacterized LOC118276992
mRNA,LOC118276993,uncharacterized LOC118276993
mRNA,LOC118276783,uncharacterized LOC118276783
mRNA,LOC118276617,pleckstrin homology-like domain family B member 2
ncRNA,LOC118277004,uncharacterized LOC118277004
mRNA,LOC118276794,uncharacterized LOC118276794
mRNA,LOC118276795,m7GpppX diphosphatase-like
mRNA,LOC118276886,neurotrimin-like
mRNA,LOC118276887,THAP domain-containing protein 5-like
mRNA,LOC118276767,"sprouty-related, EVH1 domain-containing protein 1-like"
mRNA,LOC118276717,"delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial-like"
mRNA,LOC118276765,neural cell adhesion molecule 1-like
mRNA,LOC118276585,proton-coupled amino acid transporter-like protein pathetic
mRNA,LOC118276586,probable beta-hexosaminidase fdl
mRNA,LOC118276922,GTP cyclohydrolase 1-like
mRNA,LOC118276871,uncharacterized LOC118276871
mRNA,LOC118276899,uncharacterized LOC118276899
mRNA,LOC118276960,uncharacterized LOC118276960
mRNA,LOC118276997,uncharacterized LOC118276997
mRNA,LOC118276799,uncharacterized LOC118276799
mRNA,LOC118276798,uncharacterized LOC118276798
mRNA,LOC118276958,F-box only protein 28-like
mRNA,LOC118276872,zinc finger protein 26-like
mRNA,LOC118276820,"adrenodoxin-like protein 1, mitochondrial"
mRNA,LOC118276559,zinc finger protein 510-like
mRNA,LOC118276558,heterogeneous nuclear ribonucleoprotein L-like
mRNA,LOC118276563,uncharacterized oxidoreductase SSP0419-like
mRNA,LOC118276560,uncharacterized oxidoreductase SSP0419-like
mRNA,LOC118276561,uncharacterized oxidoreductase SSP0419-like
mRNA,LOC118276562,3-oxoacyl-[acyl-carrier-protein] reductase FabG-like
mRNA,LOC118276826,zinc finger protein 888-like
mRNA,LOC118276650,uncharacterized LOC118276650
mRNA,LOC118276652,uncharacterized LOC118276652
mRNA,LOC118276707,uncharacterized LOC118276707
mRNA,LOC118276587,uncharacterized LOC118276587
mRNA,LOC118276588,uncharacterized LOC118276588
mRNA,LOC118276937,pro-resilin-like
mRNA,LOC118276936,uncharacterized LOC118276936
mRNA,LOC118276907,DNA-directed RNA polymerase II subunit RPB1-like
mRNA,LOC118276769,damage-control phosphatase ARMT1-like
mRNA,LOC118276732,pro-resilin-like
mRNA,LOC118276913,neural/ectodermal development factor IMP-L2-like
mRNA,LOC118276708,neural/ectodermal development factor IMP-L2-like
ncRNA,LOC118276980,uncharacterized LOC118276980
mRNA,LOC118276656,uncharacterized LOC118276656
mRNA,LOC118276658,uncharacterized LOC118276658
mRNA,LOC118276590,pro-resilin-like
mRNA,LOC118276657,gastrula zinc finger protein XlCGF57.1-like
mRNA,LOC118276869,zinc finger protein 791-like
mRNA,LOC118276969,oocyte zinc finger protein XlCOF6-like
mRNA,LOC118276781,zinc finger protein 429-like
mRNA,LOC118276644,EH domain-binding protein 1-like
mRNA,LOC118276779,brachyurin-like
mRNA,LOC118276878,protein stum-like
mRNA,LOC118276591,uncharacterized LOC118276591
mRNA,LOC118276679,thyroid receptor-interacting protein 11-like
mRNA,LOC118276643,"dynamin-like 120 kDa protein, mitochondrial"
mRNA,LOC118276642,uncharacterized LOC118276642
mRNA,LOC118276973,uncharacterized LOC118276973
mRNA,LOC118276972,uncharacterized LOC118276972
mRNA,LOC118276977,uncharacterized LOC118276977
mRNA,LOC118276978,uncharacterized LOC118276978
mRNA,LOC118276976,uncharacterized LOC118276976
mRNA,LOC118276757,gastrula zinc finger protein XlCGF26.1-like
mRNA,LOC118276759,zinc finger protein 568-like
mRNA,LOC118276758,zinc finger protein 729-like
mRNA,LOC118276745,heterogeneous nuclear ribonucleoprotein L-like
mRNA,LOC118276546,zinc finger protein 600-like
mRNA,LOC118276547,uncharacterized LOC118276547
mRNA,LOC118276548,uncharacterized LOC118276548
mRNA,LOC118276955,uncharacterized LOC118276955
mRNA,LOC118276592,uncharacterized LOC118276592
mRNA,LOC118276983,pro-resilin-like
mRNA,LOC118276982,uncharacterized LOC118276982
mRNA,LOC118276593,extensin-like
mRNA,LOC118276906,damage-control phosphatase ARMT1-like
mRNA,LOC118276729,pro-resilin-like
mRNA,LOC118276861,neural/ectodermal development factor IMP-L2-like
mRNA,LOC118276748,neural/ectodermal development factor IMP-L2-like
ncRNA,LOC118276692,uncharacterized LOC118276692
mRNA,LOC118276697,pro-resilin-like
mRNA,LOC118276695,lisH domain-containing protein C1711.05-like0
mRNA,LOC118276998,zinc finger protein 26-like
mRNA,LOC118276848,zinc finger protein 791-like
mRNA,LOC118276991,oocyte zinc finger protein XlCOF6-like
mRNA,LOC118276827,zinc finger protein 26-like
mRNA,LOC118276677,EH domain-binding protein 1-like
mRNA,LOC118276594,uncharacterized LOC118276594
mRNA,LOC118276850,protein stum-like
mRNA,LOC118276851,uncharacterized LOC118276851
mRNA,LOC118276637,thyroid receptor-interacting protein 11-like
ncRNA,LOC118276639,uncharacterized LOC118276639
ncRNA,LOC118276638,uncharacterized LOC118276638
mRNA,LOC118276703,"dynamin-like 120 kDa protein, mitochondrial"
mRNA,LOC118276700,uncharacterized LOC118276700
mRNA,LOC118276699,uncharacterized LOC118276699
mRNA,LOC118276702,uncharacterized LOC118276702
mRNA,LOC118276701,uncharacterized LOC118276701
mRNA,LOC118276705,gastrula zinc finger protein XlCGF57.1-like
mRNA,LOC118276706,zinc finger protein 568-like
mRNA,LOC118276832,SH3 and multiple ankyrin repeat domains protein 1-like
mRNA,LOC118276833,gastrula zinc finger protein XlCGF57.1-like
mRNA,LOC118276835,zinc finger protein 568-like
mRNA,LOC118276595,zinc finger protein 62 homolog
mRNA,LOC118276831,rho guanine nucleotide exchange factor 12-like
mRNA,LOC118276836,uncharacterized LOC118276836
ncRNA,LOC118276801,uncharacterized LOC118276801
ncRNA,LOC118276737,uncharacterized LOC118276737
mRNA,LOC118276963,putative serine protease K12H4.7
mRNA,LOC118276615,23 kDa integral membrane protein-like
mRNA,LOC118276616,23 kDa integral membrane protein-like
mRNA,LOC118276596,uncharacterized LOC118276596
mRNA,LOC118276868,uncharacterized LOC118276868
ncRNA,LOC118277018,uncharacterized LOC118277018
mRNA,LOC118277389,activin receptor type-1-like
mRNA,LOC118277206,tubulin beta chain-like
mRNA,LOC118277647,uridine 5'-monophosphate synthase-like
mRNA,LOC118277354,tubulin beta-1 chain
mRNA,LOC118277355,uncharacterized LOC118277355
mRNA,LOC118277579,40S ribosomal protein S20-like
mRNA,LOC118277088,trafficking protein particle complex subunit 2-like protein
mRNA,LOC118277087,von Hippel-Lindau disease tumor suppressor-like
mRNA,LOC118277089,von Hippel-Lindau disease tumor suppressor-like
mRNA,LOC118277090,von Hippel-Lindau disease tumor suppressor-like
mRNA,LOC118277091,von Hippel-Lindau disease tumor suppressor-like
mRNA,LOC118277196,oxidative stress-induced growth inhibitor 1-like
mRNA,LOC118277664,uncharacterized protein K02A2.6-like
mRNA,LOC118277551,ubiquitin-conjugating enzyme E2 T-like
mRNA,LOC118277550,kxDL motif-containing protein CG10681-like
mRNA,LOC118277492,uncharacterized LOC118277492
mRNA,LOC118277730,protein CBFA2T3-like
mRNA,LOC118277402,uncharacterized LOC118277402
mRNA,LOC118277547,nucleolar protein 9-like
mRNA,LOC118277375,protein 4.1 homolog
mRNA,LOC118277405,pancreatic triacylglycerol lipase-like
mRNA,LOC118277403,pancreatic triacylglycerol lipase-like
mRNA,LOC118277406,pancreatic triacylglycerol lipase-like
mRNA,LOC118277404,pancreatic triacylglycerol lipase-like
mRNA,LOC118277426,protein 4.1 homolog
mRNA,LOC118277587,vacuolar protein sorting-associated protein 28 homolog
mRNA,LOC118277589,uncharacterized LOC118277589
mRNA,LOC118277588,XK-related protein 6-like
mRNA,LOC118277372,actin-related protein 8-like
mRNA,LOC118277374,syntaxin-16-like
mRNA,LOC118277370,ubiquitin-conjugating enzyme E2 C-like
mRNA,LOC118277369,replication stress response regulator SDE2-like
mRNA,LOC118277435,"beta-1,3-galactosyltransferase 5-like"
mRNA,LOC118277665,uncharacterized LOC118277665
mRNA,LOC118277397,uncharacterized LOC118277397
mRNA,LOC118277651,uncharacterized LOC118277651
mRNA,LOC118277495,uncharacterized LOC118277495
mRNA,LOC118277552,uncharacterized LOC118277552
mRNA,LOC118277507,uncharacterized LOC118277507
mRNA,LOC118277666,uncharacterized LOC118277666
mRNA,LOC118277641,uncharacterized LOC118277641
mRNA,LOC118277642,lipase 1-like
mRNA,LOC118277643,uncharacterized LOC118277643
mRNA,LOC118277320,non-canonical poly(A) RNA polymerase protein Trf4-1-like
mRNA,LOC118277500,DNA ligase 1-like
mRNA,LOC118277667,prolow-density lipoprotein receptor-related protein 1-like
ncRNA,LOC118277366,uncharacterized LOC118277366
mRNA,LOC118277365,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3-like
mRNA,LOC118277364,mRNA export factor-like
mRNA,LOC118277367,SOSS complex subunit B homolog
mRNA,LOC118277668,uncharacterized LOC118277668
mRNA,LOC118277532,uncharacterized LOC118277532
mRNA,LOC118277745,uncharacterized LOC118277745
mRNA,LOC118277326,glutathione synthetase-like
mRNA,LOC118277465,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial-like"
mRNA,LOC118277489,RNA-binding protein pno1-like
mRNA,LOC118277488,EARP and GARP complex-interacting protein 1-like
mRNA,LOC118277363,uncharacterized LOC118277363
mRNA,LOC118277659,uncharacterized LOC118277659
mRNA,LOC118277334,uncharacterized LOC118277334
mRNA,LOC118277335,uncharacterized LOC118277335
mRNA,LOC118277336,uncharacterized LOC118277336
mRNA,LOC118277337,GMP reductase 1-like
mRNA,LOC118277433,uncharacterized LOC118277433
mRNA,LOC118277455,mitogen-activated protein kinase 15-like
mRNA,LOC118277456,plasminogen receptor (KT)-like
mRNA,LOC118277548,flap endonuclease 1-like
mRNA,LOC118277306,glucose-6-phosphate isomerase-like
mRNA,LOC118277111,heparan-alpha-glucosaminide N-acetyltransferase-like
mRNA,LOC118277128,uncharacterized LOC118277128
mRNA,LOC118277127,dolichol-phosphate mannosyltransferase subunit 1-like
mRNA,LOC118277129,NF-kappa-B inhibitor-interacting Ras-like protein
mRNA,LOC118277126,uncharacterized LOC118277126
mRNA,LOC118277107,sodium-dependent neutral amino acid transporter B(0)AT3-like
mRNA,LOC118277112,"fatty acyl-CoA hydrolase precursor, medium chain-like"
mRNA,LOC118277113,juvenile hormone esterase-like
mRNA,LOC118277108,uncharacterized LOC118277108
mRNA,LOC118277133,"cytochrome c oxidase subunit 5B, mitochondrial-like"
mRNA,LOC118277119,snRNA-activating protein complex subunit 1-like
mRNA,LOC118277124,coiled-coil domain-containing protein 102A-like
mRNA,LOC118277134,acrosin-like
mRNA,LOC118277101,protein piccolo-like
mRNA,LOC118277136,cytochrome c oxidase subunit 6C-like
mRNA,LOC118277102,uncharacterized LOC118277102
mRNA,LOC118277120,zinc finger protein 568-like
ncRNA,LOC118277137,uncharacterized LOC118277137
mRNA,LOC118277125,zinc finger protein 816-like
mRNA,LOC118277117,MTOR-associated protein MEAK7-like
mRNA,LOC118277121,26S proteasome regulatory subunit 8
mRNA,LOC118277114,"trifunctional enzyme subunit beta, mitochondrial-like"
mRNA,LOC118277100,vitellogenin receptor-like
mRNA,LOC118277105,uncharacterized LOC118277105
mRNA,LOC118277130,uncharacterized LOC118277130
mRNA,LOC118277106,probable ATP-dependent RNA helicase DDX27
mRNA,LOC118277110,phosphatidylinositol-3-phosphatase SAC1-like
mRNA,LOC118277118,zinc transporter 2-like
mRNA,LOC118277115,SH3 domain-binding protein 5-like
mRNA,LOC118277135,dynein light chain roadblock-type 2-like
mRNA,LOC118277122,"KH domain-containing, RNA-binding, signal transduction-associated protein 2-like"
mRNA,LOC118277132,dynein light chain roadblock-type 1-like
mRNA,LOC118277103,transient receptor potential channel pyrexia-like
mRNA,LOC118277138,transient receptor potential channel pyrexia-like
mRNA,LOC118277466,transient receptor potential channel pyrexia-like
mRNA,LOC118277467,dynein light chain roadblock-type 2-like
mRNA,LOC118277442,"KH domain-containing, RNA-binding, signal transduction-associated protein 2-like"
mRNA,LOC118277441,uncharacterized LOC118277441
ncRNA,LOC118277451,uncharacterized LOC118277451
ncRNA,LOC118277450,uncharacterized LOC118277450
ncRNA,LOC118277448,uncharacterized LOC118277448
ncRNA,LOC118277449,uncharacterized LOC118277449
mRNA,LOC118277444,uncharacterized LOC118277444
mRNA,LOC118277445,uncharacterized LOC118277445
mRNA,LOC118277443,uncharacterized LOC118277443
mRNA,LOC118277447,uncharacterized LOC118277447
mRNA,LOC118277501,uncharacterized LOC118277501
mRNA,LOC118277434,myrosinase 1-like
mRNA,LOC118277590,"isoleucine--tRNA ligase, mitochondrial-like"
mRNA,LOC118277635,protein LTV1 homolog
mRNA,LOC118277349,vacuolar protein sorting-associated protein 35-like
mRNA,LOC118277351,trafficking protein particle complex subunit 12-like
mRNA,LOC118277099,histone-arginine methyltransferase CARMER-like
mRNA,LOC118277479,ATP-dependent RNA helicase DDX24-like
mRNA,LOC118277669,myrosinase 1-like
mRNA,LOC118277670,myrosinase 1-like
mRNA,LOC118277638,myrosinase 1-like
mRNA,LOC118277671,myrosinase 1-like
mRNA,LOC118277672,myrosinase 1-like
mRNA,LOC118277490,myrosinase 1-like
mRNA,LOC118277491,protein SYS1 homolog
mRNA,LOC118277674,myrosinase 1-like
mRNA,LOC118277675,myrosinase 1-like
misc_RNA,LOC118277474,snake venom 5'-nucleotidase-like
mRNA,LOC118277475,carbonyl reductase [NADPH] 1-like
mRNA,LOC118277646,phospholipase A1-like
mRNA,LOC118277477,neuropilin and tolloid-like protein 2
mRNA,LOC118277484,uncharacterized LOC118277484
mRNA,LOC118277457,uncharacterized LOC118277457
mRNA,LOC118277560,digestive cysteine proteinase 2-like
ncRNA,LOC118277570,uncharacterized LOC118277570
mRNA,LOC118277559,gastrulation defective protein 1 homolog
mRNA,LOC118277565,"39S ribosomal protein L39, mitochondrial-like"
mRNA,LOC118277567,EKC/KEOPS complex subunit TP53RK-like
mRNA,LOC118277566,coactosin-like protein
mRNA,LOC118277562,origin recognition complex subunit 5-like
ncRNA,LOC118277571,uncharacterized LOC118277571
mRNA,LOC118277556,probable aminopeptidase NPEPL1
mRNA,LOC118277553,oxysterol-binding protein-related protein 6-like
mRNA,LOC118277555,uncharacterized LOC118277555
mRNA,LOC118277564,lipase member H-A-like
mRNA,LOC118277561,digestive cysteine proteinase 2-like
mRNA,LOC118277568,uncharacterized LOC118277568
mRNA,LOC118277558,rhophilin-2-like
mRNA,LOC118277407,S-adenosylmethionine mitochondrial carrier protein-like
mRNA,LOC118277319,serine/arginine repetitive matrix protein 2-like
mRNA,LOC118277534,26S proteasome non-ATPase regulatory subunit 9-like
mRNA,LOC118277533,dual specificity protein phosphatase 23-like
mRNA,LOC118277653,dual specificity protein phosphatase 23-like
mRNA,LOC118277328,partitioning defective protein 6-like
mRNA,LOC118277329,coiled-coil-helix-coiled-coil-helix domain-containing protein 7-like
mRNA,LOC118277327,ethanolaminephosphotransferase 1-like
mRNA,LOC118277523,caspase-1-like
ncRNA,LOC118277458,uncharacterized LOC118277458
mRNA,LOC118277207,uncharacterized peptidase C1-like protein F26E4.3
mRNA,LOC118277208,uncharacterized LOC118277208
mRNA,LOC118277188,protein CASC3-like
ncRNA,LOC118277189,uncharacterized LOC118277189
mRNA,LOC118277428,facilitated trehalose transporter Tret1-like
mRNA,LOC118277097,orexin receptor type 1-like
mRNA,LOC118277098,trypsin-like
mRNA,LOC118277096,"solute carrier family 2, facilitated glucose transporter member 2-like"
mRNA,LOC118277676,putative nuclease HARBI1
mRNA,LOC118277677,cyclin-dependent kinase 11B-like
mRNA,LOC118277678,mitogen-activated protein kinase 10-like
mRNA,LOC118277679,cyclin-dependent kinase 11B-like
mRNA,LOC118277680,cyclin-dependent kinase 11B-like
mRNA,LOC118277681,cyclin-dependent kinase 11B-like
mRNA,LOC118277682,cyclin-dependent kinase 11B-like
mRNA,LOC118277683,putative nuclease HARBI1
mRNA,LOC118277095,orexin receptor type 1-like
mRNA,LOC118277686,uncharacterized LOC118277686
mRNA,LOC118277687,uncharacterized LOC118277687
mRNA,LOC118277688,cyclin-dependent kinase 11B-like
mRNA,LOC118277689,cyclin-dependent kinase 11B-like
mRNA,LOC118277690,serine/threonine-protein kinase PITSLRE-like
mRNA,LOC118277692,cyclin-dependent kinase 11B-like
mRNA,LOC118277693,cyclin-dependent kinase 11B-like
mRNA,LOC118277694,serine/threonine-protein kinase PITSLRE-like
mRNA,LOC118277695,cyclin-dependent kinase 11B-like
mRNA,LOC118277696,cyclin-dependent kinase 11B-like
mRNA,LOC118277697,serine/threonine-protein kinase PITSLRE-like
mRNA,LOC118277698,cyclin-dependent kinase 11B-like
mRNA,LOC118277700,serine/threonine-protein kinase PITSLRE-like
